Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason
1995,"Brage…, M.","MS Rockett, SC Gentile, CJ Gudas, ME Brage…","MS Rockett, SC Gentile, CJ Gudas, ME Brage… - The Journal of foot and …, 1995 - Elsevier",The Journal of foot and …,The use of ultrasonography for the detection of retained wooden foreign bodies in the foot,"The efficacy of ultrasonography for the detection of wooden foreign bodies in the foot was analyzed retrospectively. Twenty patients underwent real-time, high-resolution ultrasound …",https://www.sciencedirect.com/science/article/pii/S1067251609800240,Google Scholar,,,
1995,"Campbell, P.","PW Bray, JL Mahoney, JP Campbell","PW Bray, JL Mahoney, JP Campbell - The Journal of hand surgery, 1995 - Elsevier",The Journal of hand surgery,Sensitivity and specificity of ultrasound in the diagnosis of foreign bodies in the hand,High-resolution ultrasound is capable of detecting foreign bodies of practically any composition. The purpose of this study was to determine in a controlled manner the sensitivity and …,https://www.sciencedirect.com/science/article/pii/S0363502305802874,Google Scholar,,,
1995,"JENsEN, M.","M GREGERsEN, S JENsEN","M GREGERsEN, S JENsEN - Aviation, space, and environmental …, 1995 - researchgate.net",Aviation,The crash of the Partnair convair 34osso,"METHODS The Organization of Identification Work Geographically, Denmark covers a small area, and so mass casualty situations are rare events on Danish territory, Therefore, the …",https://www.researchgate.net/profile/Peter-Knudsen-11/publication/15471969_The_crash_of_the_Partnair_Convair_340580_in_the_Skagerrak_Identification_of_the_deceased/links/5416c9dd0cf2fa878ad428e7/The-crash-of-the-Partnair-Convair-340-580-in-the-Skagerrak-Identification-of-the-deceased.pdf,Google Scholar,,,
1995,"Dunn, P.","PE Austin, M Ljung, KA Dunn","PE Austin, M Ljung, KA Dunn - Academic Emergency Medicine, 1995 - Wiley Online Library",Academic Emergency Medicine,A new model for teaching corneal foreign body removal,Objective:To determine whether a skills laboratory for corneal foreign body and rust ring removal improves self‐assessed skill and confidence. Methods: A prospective trial was …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1553-2712.1995.tb03280.x,Google Scholar,,,
1995,"Mäurer…, J.","J Hierholzer, M Cordes, H Tantow, U Keske, J Mäurer…","J Hierholzer, M Cordes, H Tantow, U Keske, J Mäurer… - Abdominal …, 1995 - Springer",Abdominal …,Drug smuggling by ingested cocaine-filled packages: conventional x-ray and ultrasound,Purpose To evaluate the imaging characteristics and the diagnostic value of both abdominal ultrasound and conventional abdominal x-ray in identifying ingested drug packages in “…,https://link.springer.com/article/10.1007/BF00203366,Google Scholar,,,
1996,"Brunberg, K.","KJ Murphy, JA Brunberg","KJ Murphy, JA Brunberg - AJR. American journal of …, 1996 - Am Roentgen Ray Soc",AJR. American journal of …,Orbital plain films as a prerequisite for MR imaging: is a known history of injury a sufficient screening criterion?,"Before undergoing MR imaging at our institution, all patients with potential occupational, recreational, or educational exposure or known accidental exposure to kinetic metal fragments …",https://ajronline.org/doi/abs/10.2214/ajr.167.4.8819411,Google Scholar,,,
1996,"Hartranft, S.","SO Johnson, TH Hartranft","SO Johnson, TH Hartranft - Diseases of the colon & rectum, 1996 - journals.lww.com",Diseases of the colon & rectum,Nonsurgical removal of a rectal foreign body using a vacuum extractor: report of a case,"PURPOSE: Rectal foreign bodies can be extracted by non-surgical methods. However, glass objects require technical considerations to minimize morbidity and may necessitate …",https://journals.lww.com/dcrjournal/abstract/1996/39080/Nonsurgical_removal_of_a_rectal_foreign_body_using.15.aspx,Google Scholar,,,
1996,"Darrow…, P.","PS Lemberg, DH Darrow…","PS Lemberg, DH Darrow… - Annals of Otology …, 1996 - journals.sagepub.com",Annals of Otology …,Aerodigestive tract foreign bodies in the older child and adolescent,"This study was undertaken in order to establish the incidence of aerodigestive tract foreign body accidents among older children and adolescents, and to investigate the circumstances …",https://journals.sagepub.com/doi/abs/10.1177/000348949610500404,Google Scholar,,,
1996,"McLaurin…, B.","B Reiner, E Siegel, T McLaurin…","B Reiner, E Siegel, T McLaurin… - … American journal of …, 1996 - Am Roentgen Ray Soc",… American journal of …,"Evaluation of soft-tissue foreign bodies: comparing conventional plain film radiography, computed radiography printed on film, and computed radiography displayed …","The study was performed to evaluate detection of soft-tissue foreign bodies using conventional radiography (film-screen radiography), computed radiography printed on films (computed …",https://ajronline.org/doi/abs/10.2214/ajr.167.1.8659358,Google Scholar,,,
1996,"Lee, B.","B Jawan, JH Lee","B Jawan, JH Lee - Acta anaesthesiologica scandinavica, 1996 - Wiley Online Library",Acta anaesthesiologica scandinavica,Aspiration in transtracheal jet ventilation,"Background: Transtracheal jet ventilation (TJV) has been used successfully for managing difficult airways. However, there are some controversies regarding pulmonary aspiration. It has …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-6576.1996.tb04510.x,Google Scholar,,,
1996,"Allman, S.","S Pomerantz, R Allman","S Pomerantz, R Allman - Presented at the annual meeting of the …, 1996 - academia.edu",Presented at the annual meeting of the …,N oninvasive,"OBJECTIVE. The study was performed to evaluate detection of soft-tissue foreign bodies using conventional radiography(film-screen radiography), computed radiography printed on …",https://www.academia.edu/download/114098455/ajr.167.1.pdf,Google Scholar,,,
1996,"Olin, J.",JW Olin,"JW Olin - Journal of Vascular Surgery, 1996 - jvascsurg.org",Journal of Vascular Surgery,Lowering cholesterol in high risk individuals and populations,The stated purpose of this text is to provide practical guidelines on interventional vascular procedures for the inexperienced and occasional operator. The practices described are those …,https://www.jvascsurg.org/article/S0741-5214(96)70127-1/abstract,Google Scholar,,,
1996,"Belkin, M.",M Belkin,"M Belkin - Journal of Vascular Surgery, 1996 - jvascsurg.org",Journal of Vascular Surgery,Vascular imaging for surgeons,"According to the preface, this book is intended for interested radiologists, surgeons, obstetricians, gastroenterologists, and sonographers. In today's subspecialized world, this is a very …",https://www.jvascsurg.org/article/S0741-5214(96)70125-8/fulltext,Google Scholar,,,
1996,"Armstrong, M.",M Armstrong,"M Armstrong - The Journal of Aesthetics and Art Criticism, 1996 - JSTOR",The Journal of Aesthetics and Art Criticism,""" The Effects of Blackness"": Gender, Race, and the Sublime in Aesthetic Theories of Burke and Kant","Stereotypes, however inaccurate, are one form of representation. Like fictions, they are created to serve as substitutions, standing in for what is real. They are there not to tell it like it is …",https://www.jstor.org/stable/431624,Google Scholar,,,
1996,"Opie, H.",H Opie,"H Opie - Bulletin (Law Society of South Australia), 1996 - search.informit.org",Bulletin (Law Society of South Australia),Performance enhancing drugs in sport,"Perhaps the most striking aspect of the regime is its complexity. It is a mixture of public law and private rules made by numerous bodies, some of which are regulated by the common law…",https://search.informit.org/doi/pdf/10.3316/ielapa.970303228,Google Scholar,,,
1997,"Johnson, N.",NA Johnson,"NA Johnson - The Journal of the American Board of Family …, 1997 - Am Board Family Med",The Journal of the American Board of Family …,Penetrating BB shot head wound in an asymptomatic 9-year-old girl: the ultimate teaching moment,Background: Air rifle BB injuries represent a common type of childhood accident. The purpose of this case report is to encourage all providers of pediatric care to include nonpowder …,https://www.jabfm.org/content/10/2/125.short,Google Scholar,,,
1997,"Coren…, B.","BF Gilchrist, EP Valerie, M Nguyen, C Coren…","BF Gilchrist, EP Valerie, M Nguyen, C Coren… - Journal of pediatric …, 1997 - Elsevier",Journal of pediatric …,"Pearls and perils in the management of prolonged, peculiar, penetrating esophageal foreign bodies in children",Background/Purpose: Most retained esophageal foreign bodies (FB) are identified soon after ingestion and are easily extracted. A minority of FB ingestions are not identified for weeks …,https://www.sciencedirect.com/science/article/pii/S0022346897905546,Google Scholar,,,
1997,"Kasner…, M.","M Roy, JC Chen, M Miller, D Boyaner, O Kasner…","M Roy, JC Chen, M Miller, D Boyaner, O Kasner… - Ophthalmology, 1997 - Elsevier",Ophthalmology,Epidemic Bacillus endophthalmitis after cataract surgery I: acute presentation and outcome,Objective: The purpose of the study is to report the clinical outcome of acute Bacillus endophthalmitis after cataract surgery. Design: The study design is a cohort study. Participants: …,https://www.sciencedirect.com/science/article/pii/S0161642097300281,Google Scholar,,,
1997,"Díaz-Jiménez, J.",JP Díaz-Jiménez,"JP Díaz-Jiménez - Journal of Bronchology & Interventional …, 1997 - journals.lww.com",Journal of Bronchology & Interventional …,Bronchoscopic approach to tracheobronchial foreign bodies in adults pro-rigid bronchoscopy,"The first extraction of a tracheobronchial foreign body was performed by Gustav Killian of Freiburg, Germany, precisely one hundred years ago (1). He was able to extract the foreign …",https://journals.lww.com/bronchology/citation/1997/04000/bronchoscopic_approach_to_tracheobronchial_foreign.16.aspx,Google Scholar,,,
1997,"Jr, J.","JA Sousa, DM Cline, RC Stout, EJ Allison Jr","JA Sousa, DM Cline, RC Stout, EJ Allison Jr - The Journal of emergency …, 1997 - Elsevier",The Journal of emergency …,Extortion in the emergency department,"We present the case of a 33-yr-old female patient who, along with members of her family, attempted to extort approximately $6000.00 from our institution and her insurance company. …",https://www.sciencedirect.com/science/article/pii/S0736467997000851,Google Scholar,,,
1997,"Ozanne-Smith, A.","AE Altmann, J Ozanne-Smith","AE Altmann, J Ozanne-Smith - Injury Prevention, 1997 - injuryprevention.bmj.com",Injury Prevention,Non-fatal asphyxiation and foreign body ingestion in children 0-14 years.,"OBJECTIVES: To examine the frequency and nature of non-fatal asphyxiation and foreign body ingestion injuries among children in the state of Victoria, Australia, and to identify …",https://injuryprevention.bmj.com/content/3/3/176.short,Google Scholar,,,
1997,"Wilson, M.","MC Helena, D Meisler, SE Wilson","MC Helena, D Meisler, SE Wilson - Cornea, 1997 - journals.lww.com",Cornea,Epithelial growth within the lamellar interface after laser in situ keratomileusis (LASIK),"Purpose: To report the occurrence and follow-up of ec-topic, interface, epithelial growth after laser in situ keratomileusis (LASIK) in four eyes (three patients) and provide suggestions for …",https://journals.lww.com/corneajrnl/abstract/1997/05000/epithelial_growth_within_the_lamellar_interface.8.aspx,Google Scholar,,,
1997,"Rosen, P.","PSC Juang, P Rosen","PSC Juang, P Rosen - The Journal of emergency medicine, 1997 - Elsevier",The Journal of emergency medicine,Ocular examination techniques for the emergency department,"The purpose of this article is to provide a guide to assist the Emergency Physician in examining the eye. The evaluation of a patient with eye problems consists of a history, visual acuity, …",https://www.sciencedirect.com/science/article/pii/S073646799700187X,Google Scholar,,,
1998,"Khan…, A.","AM Abu El-Asrar, SA Al-Amro, NM Khan…","AM Abu El-Asrar, SA Al-Amro, NM Khan… - International …, 1998 - Springer",International …,Retinal detachment after posterior segment intraocular foreign body injuries,Purpose: To identify the risk factors for retinal detachment after posterior segment intraocular foreign body (IOFB) injuries and to study the association between the development of …,https://link.springer.com/article/10.1023/A:1006469705126,Google Scholar,,,
1998,"Messner, A.",AH Messner,"AH Messner - Clinical pediatrics, 1998 - journals.sagepub.com",Clinical pediatrics,Pitfalls in the diagnosis of aerodigestive tract foreign bodies,"In the young child, particularly those between the ages of 1 and 3 years, aerodigestive tract foreign bodies continue to be a significant problem. Early diagnosis and treatment can …",https://journals.sagepub.com/doi/abs/10.1177/000992289803700605,Google Scholar,,,
1998,"Pittet, J.","JD Thylefors, S Harbarth, D Pittet","JD Thylefors, S Harbarth, D Pittet - Infection Control & Hospital …, 1998 - cambridge.org",Infection Control & Hospital …,Increasing bacteremia due to coagulase-negative staphylococci: fiction or reality?,"BACKGROUND:The role of coagulase-negative staphylococci (CNS) in bacteremias continues to be controversial. Until the 1970s, CNS were mostly recognized as contaminants, being …",https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/increasing-bacteremia-due-to-coagulasenegative-staphylococci-fiction-or-reality/8015ABBD0868DF95966C6011A2F16A8E,Google Scholar,,,
1998,"Nasr, Z.","ZA Karcioglu, AM Nasr","ZA Karcioglu, AM Nasr - Orbit, 1998 - Taylor & Francis",Orbit,Diagnosis and management of orbital inflammation and infections secondary to foreign bodies: a clinical review,"Orbital inflammation and secondary infections may be caused by many types of foreign bodies, including organic and inorganic matter, non-autogenous surgical implants and allografts, …",https://www.tandfonline.com/doi/abs/10.1076/orbi.17.4.247.2737,Google Scholar,,,
1998,"Olsen, A.",AR Olsen,"AR Olsen - Regulatory Toxicology and Pharmacology, 1998 - Elsevier",Regulatory Toxicology and Pharmacology,Regulatory action criteria for filth and other extraneous materials: I. Review of hard or sharp foreign objects as physical hazards in food,A review of the scientific literature concerning physical hazards in food products is combined with the results of 190 evaluations of foreign objects in food that were conducted by the …,https://www.sciencedirect.com/science/article/pii/S0273230098912491,Google Scholar,,,
1998,"Pippus, J.","JT Zerella, M Dimler, LC McGill, KJ Pippus","JT Zerella, M Dimler, LC McGill, KJ Pippus - Journal of pediatric surgery, 1998 - Elsevier",Journal of pediatric surgery,Foreign body aspiration in children: value of radiography and complications of bronchoscopy,Purpose: The authors undertook a 10-year review of bronchoscopies for airway foreign bodies in children to test assertions in previous reports that (1) characteristic abnormalities in …,https://www.sciencedirect.com/science/article/pii/S0022346898906017,Google Scholar,,,
1998,"Yannas, D.","DP Orgill, IV Yannas","DP Orgill, IV Yannas - … Materials Research: An Official Journal of …, 1998 - Wiley Online Library",… Materials Research: An Official Journal of …,Design of an artificial skin. IV. Use of island graft to isolate organ regeneration from scar synthesis and other processes leading to skin wound closure,"Deep skin wounds in the adult mammal close spontaneously by epithelialization, wound contraction, and scar synthesis. In previous wound healing studies, it has been unsuccessfully …",https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-4636(19980315)39:4%3C531::AID-JBM4%3E3.0.CO;2-K,Google Scholar,,,
1998,"Egot…, J.","JF Korobelnik, D Hannouche, F D'HERMIES, S Egot…","JF Korobelnik, D Hannouche, F D'HERMIES, S Egot… - Retina, 1998 - academia.edu",Retina,A Retrospective Review of 14 Cases,"Purpose: Silicone oil must be removed from the eye to avoid late complications after the surgical management of proliferative vitreoretinopathy (PVR). Macular pucker, frequently …",https://www.academia.edu/download/98656215/00006982-199803000-0000620230214-1-pxa74.pdf,Google Scholar,,,
1998,"Kuhn, V.","V Mester, F Kuhn","V Mester, F Kuhn - International ophthalmology, 1998 - Springer",International ophthalmology,Ferrous intraocular foreign bodies retained in the posterior segment: management options and results,Purpose: Analysis of traditional versus comprehensive management techniques for eyes with ferrous IOFBs in the posterior segment. Patients and methods: Retrospective review of 30 …,https://link.springer.com/article/10.1023/A:1006487313380,Google Scholar,,,
1998,"Bouffard…, J.","JA Jacobson, A Powell, JG Craig, JA Bouffard…","JA Jacobson, A Powell, JG Craig, JA Bouffard… - Radiology, 1998 - pubs.rsna.org",Radiology,Wooden foreign bodies in soft tissue: detection at US.,PURPOSE: To evaluate the use of ultrasound (US) for detection of wooden foreign bodies implanted in cadaveric specimens. MATERIALS AND METHODS: Wooden foreign bodies …,https://pubs.rsna.org/doi/abs/10.1148/radiology.206.1.9423650,Google Scholar,,,
1998,"Snyder…, S.","SE Morrow, SW Bickler, AP Kennedy, CL Snyder…","SE Morrow, SW Bickler, AP Kennedy, CL Snyder… - Journal of pediatric …, 1998 - Elsevier",Journal of pediatric …,Balloon extraction of esophageal foreign bodies in children,"Background: Whereas esophageal foreign bodies are commonly removed with rigid esophagoscopy under general anesthesia, selected foreign bodies also can be removed using a …",https://www.sciencedirect.com/science/article/pii/S0022346898904444,Google Scholar,,,
1998,"Sharma…, L.","L Gopal, AS Banker, N Deb, SS Badrinath, T Sharma…","L Gopal, AS Banker, N Deb, SS Badrinath, T Sharma… - Retina, 1998 - journals.lww.com",Retina,Management of glass intraocular foreign bodies,Purpose: To describe the results of management of glass intraocular foreign bodies (IOFBs). Methods: A total of 51 eyes of 43 patients that sustained penetrating injury with glass IOFB …,https://journals.lww.com/retinajournal/abstract/1998/03000/Lacquer_Cracks_Following_Laser_Treatment_of.4.aspx,Google Scholar,,,
1999,"Drehobl…, B.","B Pistorius, K Westberry, M Drehobl…","B Pistorius, K Westberry, M Drehobl… - Infectious diseases in …, 1999 - journals.lww.com",Infectious diseases in …,"Prospective, randomized, comparative trial of ciprofloxacin otic drops, with or without hydrocortisone otic suspention in the treatment of acute diffuse otitis externa","In a prospective, multicenter, randomized trial, the efficacy and safety of a 1-week treatment regimen of ciprofloxacin otic drops (0.2%), with or without hydrocortisone, or polymyxin B-…","https://journals.lww.com/infectdis/abstract/1999/11000/prospective,_randomized,_comparative_trial_of.9.aspx",Google Scholar,,,
1999,"Jones, T.",TR Jones,"TR Jones - Academic emergency medicine, 1999 - Wiley Online Library",Academic emergency medicine,BB or Not Foreign‐body BB?,"DISCUSSION The practice of emergency medicine frequently requires detective work to determine what really happened, and in these cases, to determine what didn’t happen. The …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1553-2712.1999.tb00166.x,Google Scholar,,,
1999,"Budde, J.","JB Jonas, WM Budde","JB Jonas, WM Budde - Retina, 1999 - journals.lww.com",Retina,Early versus late removal of retained intraocular foreign bodies,Purpose: To compare early versus late removal of retained intraocular foreign bodies (IOFBs). Methods: Sixty-two patients presenting with open-globe injuries due to lacerations by …,https://journals.lww.com/retinajournal/abstract/1999/03000/EARLY_VERSUS_LATE_REMOVAL_OF_RETAINED_INTRAOCULAR.3.aspx,Google Scholar,,,
1999,"Chatterjee, S.","S Bharath, M Neupane, S Chatterjee","S Bharath, M Neupane, S Chatterjee - Psychopathology, 1999 - search.proquest.com",Psychopathology,Terminator: an unusual form of self-mutilation,"Self-mutilation (SM) has been defined as “painful, destructive and injurious acts upon the body without the apparent intent to commit suicide”[1]. It is commonly encountered in …",https://search.proquest.com/openview/c1c3b34772d7a8ae8850171343136e3a/1?pq-origsite=gscholar&cbl=24790,Google Scholar,,,
1999,"Hover…, I.","I Heling, J Lustmann, R Hover…","I Heling, J Lustmann, R Hover… - ASDC Journal of Dentistry …, 1999 - academia.edu",ASDC Journal of Dentistry …,Complications of apexification resulting from poor patient compliance: report of case,"Spontaneous apical closure with calcified tissue, in nonvital immature teeth is an uncommon sequela to dental trauma. It may occur, however, if there are remnants of vital pulp tissue or …",https://www.academia.edu/download/58450088/34.pdf,Google Scholar,,,
1999,"Krapac, D.",D Krapac,"D Krapac - Croatian Ann. Crim. L. & Prac., 1999 - HeinOnline",Croatian Ann. Crim. L. & Prac.,The Physiognomy of the New Croatian Criminal Legislation,"1. The beginning of the autumn of 1997 in the Republic of Croatia was marked by three new criminal laws: the Criminal Code, the Criminal Procedure Act and the Law on Juvenile …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/cranmscip6&section=23,Google Scholar,,,
1999,"Soetjiningsih, S.",S Soetjiningsih,"S Soetjiningsih - Paediatrica Indonesiana, 1999 - paediatricaindonesiana.org",Paediatrica Indonesiana,Injuries in children and adolescents,Morbidity and mortality caused by injuries in children increasing from year to year. The objective of this study was to investigate the incidence of injuries among children and …,https://www.paediatricaindonesiana.org/index.php/paediatrica-indonesiana/article/view/1809,Google Scholar,,,
1999,"Bartley…, J.","JD Bullock, RE Warwar, GB Bartley…","JD Bullock, RE Warwar, GB Bartley… - Ophthalmic Plastic & …, 1999 - journals.lww.com",Ophthalmic Plastic & …,Unusual orbital foreign bodies,"Purpose: To describe the clinical features of patients with unusual orbital foreign bodies. Methods: The clinical histories, preoperative photographs, imaging studies, and surgical …",https://journals.lww.com/op-rs/abstract/1999/01000/unusual_orbital_foreign_bodies.10.aspx,Google Scholar,,,
1999,"Jarrett, G.","GR Szlyk, TW Jarrett","GR Szlyk, TW Jarrett - Journal of endourology, 1999 - liebertpub.com",Journal of endourology,Use of rigid hysteroscope for extraction of foreign bodies embedded in lower urinary tract,Purpose: To introduce the use of the 20F rigid hysteroscope in urologic procedures. Materials and Methods: The 20F hysteroscope was used to remove deeply embedded foreign …,https://www.liebertpub.com/doi/abs/10.1089/end.1999.13.47,Google Scholar,,,
2000,"Quesenberry, A.","A Adamcak, LR Hess, KE Quesenberry","A Adamcak, LR Hess, KE Quesenberry - Journal of Avian Medicine and …, 2000 - BioOne",Journal of Avian Medicine and …,Intestinal string foreign body in an adult umbrella cockatoo (Cacatua alba),"Gastrointestinal foreign bodies are reported in zoo birds, ratites, and juvenile psittacine birds; however, foreign body ingestion by adult psittacine birds is uncommon. We examined an …",https://bioone.org/journals/journal-of-avian-medicine-and-surgery/volume-14/issue-4/1082-6742_2000_014_0257_ISFBIA_2.0.CO_2/Intestinal-String-Foreign-Body-in-an-Adult-Umbrella-Cockatoo-Cacatua/10.1647/1082-6742(2000)014[0257:ISFBIA]2.0.CO;2.short,Google Scholar,,,
2000,"Geishauser…, K.","K Querengässer, T Geishauser…","K Querengässer, T Geishauser… - The Bovine …, 2000 - bovine-ojs-tamu.tdl.org",The Bovine …,Teat Dilators as Free Foreign Bodies in the Bovine Teat: Two Case Studies,The objective of this study is to report two cases of foreign bodies in teats of cows with milk flow disorders. Foreign bodies and the causes of the milk flow disorders were diagnosed and …,https://bovine-ojs-tamu.tdl.org/bovine/article/view/1766,Google Scholar,,,
2000,"Shepherd…, E.","E Chen, S Horing, SM Shepherd…","E Chen, S Horing, SM Shepherd… - Academic Emergency …, 2000 - Wiley Online Library",Academic Emergency …,Primary closure of mammalian bites,Objective: Suturing of bite wounds remains controversial. The authors evaluated the incidence of wound infection in 145 mammalian bite wounds treated with primary closure. Methods: …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1553-2712.2000.tb00519.x,Google Scholar,,,
2000,"PALAZZO…, C.","C Esposito, MR DE PETRA, G PALAZZO…","C Esposito, MR DE PETRA, G PALAZZO… - Pediatric …, 2000 - liebertpub.com",Pediatric …,Is there a reduction of postoperative adhesion formation in the pediatric age group after laparoscopy compared with open surgery?,Background and Purpose: Intraperitoneal adhesions are the most frequent cause of recurrent abdominal pain and intestinal obstruction after traditional open abdominal surgery. We …,https://www.liebertpub.com/doi/abs/10.1089/pei.2000.4.115,Google Scholar,,,
2000,"Kumar…, R.","R Arora, L Sanga, M Kumar…","R Arora, L Sanga, M Kumar… - Indian journal of …, 2000 - journals.lww.com",Indian journal of …,Intralenticular foreign bodies: report of eight cases and review of management,Purpose: The management of intralenticular foreign bodies (ILFBs) with or without cataract has varied from time to time in the last century. We evaluated the surgical removal of the …,https://journals.lww.com/ijo/fulltext/2000/48020/intralenticular_foreign_bodies__report_of_eight.8.aspx,Google Scholar,,,
2000,"Pedersen…, A.","AP Schroeder, K Houlind, EM Pedersen…","AP Schroeder, K Houlind, EM Pedersen… - Journal of …, 2000 - Taylor & Francis",Journal of …,Coronary Arteries: Magnetic Resonance Imaging Seems Safe in Patients with Intracoronary Stents,"We elucidated whether exposure to cardiac magnetic resonance imaging (MRI) of patients with implanted intracoronary stents is associated with increased risk of stent-thrombosis, stent-…",https://www.tandfonline.com/doi/abs/10.3109/10976640009148672,Google Scholar,,,
2000,"Marsh, H.","HD Becker, BR Marsh","HD Becker, BR Marsh - Interventional bronchoscopy, 2000 - karger.com",Interventional bronchoscopy,History of the rigid bronchoscope,"At the end of the 19th century, three crucial inventions led to the development of the rigid bronchoscope:(1) the detection of local anesthesia,(2) the invention of electricity as a light …",https://karger.com/Article/PDF/62109,Google Scholar,,,
2000,"Monachese…, G.","G Rispoli, C Esposito, D Monachese…","G Rispoli, C Esposito, D Monachese… - Diseases of the colon …, 2000 - journals.lww.com",Diseases of the colon …,Removal of a foreign body from the distal colon using a combined laparoscopic and endoanal approach: report of a case,"PURPOSE: We describe the case of a of 53-year-old homosexual male, from whom a cigar container (22 cm in length and 3.5 cm in diameter), which was introduced into the rectum and …",https://journals.lww.com/dcrjournal/abstract/2000/43110/removal_of_a_foreign_body_from_the_distal_colon.30.aspx,Google Scholar,,,
2001,"Idaomar, A.","A Aarab, P Provençal, M Idaomar","A Aarab, P Provençal, M Idaomar - Arabic sciences and Philosophy, 2001 - cambridge.org",Arabic sciences and Philosophy,The mode of action of venom according to jabar; I,The aim of this paper is to present the modes of action of venom as construed by Abū 'Uthmān 'Amr ibn Ba[hdotu]r al-Jā[hdotu]i[zdotu] (780-868) in his Kitāb al-[Hdotu]ayawān (The Book …,https://www.cambridge.org/core/journals/arabic-sciences-and-philosophy/article/mode-of-action-of-venom-according-to-jabarhdotuizdotu/CE44CB920DE9959A44F4F704365FA3DE,Google Scholar,,,
2001,"Verbraeken…, C.","CM Labit, GW Claeys, HE Verbraeken…","CM Labit, GW Claeys, HE Verbraeken… - European journal of …, 2001 - journals.sagepub.com",European journal of …,Methicillin resistance of bacteria isolated from vitreous fluid from patients undergoing vitrectomy,"Purpose The aim of this study was to compare the resistance patterns of bacteria in vitreous fluid from patients undergoing vitrectomy for diagnostic reasons, with bacteria of other …",https://journals.sagepub.com/doi/abs/10.1177/112067210101100210,Google Scholar,,,
2002,"EL-ZOMOR, E.","E SHETA, S EL-ZOMOR","E SHETA, S EL-ZOMOR - Veterinary Medical Journal (Giza), 2002 - journals.ekb.eg",Veterinary Medical Journal (Giza),Alimentary tract foreign bodies in dogs and cats,"Twelve cats and nine dogs suffering incidental swallowing of foreign bodies were included in this study. Various foreign bodies were detected in their mouth, oesophagus, stomach and …",https://journals.ekb.eg/article_369369.html,Google Scholar,,,
2002,"Schurr, S.","ST Weiland, MJ Schurr","ST Weiland, MJ Schurr - Journal of Gastrointestinal Surgery, 2002 - Springer",Journal of Gastrointestinal Surgery,Conservative management of ingested foreign bodies,"We reviewed the clinical benefits of hospitalization, esophagogastroduodenoscopy, and surgical intervention for ingested foreign bodies in adults. Patients with esophageal foreign …",https://link.springer.com/article/10.1016/S1091-255X(01)00027-0,Google Scholar,,,
2003,"Tasci, I.",I Tasci,"I Tasci - Diseases of the colon & rectum, 2003 - Springer",Diseases of the colon & rectum,The fistulectome: a new device for treatment of complex anal fistulas by “core-out” fistulectomy,"PURPOSE: In an attempt to improve the quality of life of patients with high anal fistula, we developed a new mechanical device, a “fistulectome,” which excises the fistula tract in a totally …",https://link.springer.com/article/10.1007/s10350-004-6817-5,Google Scholar,,,
2003,"Ramaesh…, D.","DF Gilmour, K Ramaesh…","DF Gilmour, K Ramaesh… - European journal of …, 2003 - journals.sagepub.com",European journal of …,Trans-orbital intra-cranial air gun injury,Purpose To describe a case of trans-orbital intra-cranial air gun injury with a discussion on air gun related morbidity and mortality. Methods Case report and literature review. Results …,https://journals.sagepub.com/doi/abs/10.1177/112067210301300314,Google Scholar,,,
2004,"Sked, A.",A Sked,"A Sked - Central Europe, 2004 - Taylor & Francis",Central Europe,Metternich and the Ficquelmont Mission of 1847–48: The Decision Against Reform in Lombardy-Venetia,"Metternich was no federalist. Indeed, the purpose of his reform plans for the Habsburg Monarchy in 1817 had been to ensure that it was run efficiently from the centre; local nobilities …",https://www.tandfonline.com/doi/pdf/10.1179/ceu.2004.2.1.15,Google Scholar,,,
2004,"Kaiser…, J.","JP Lake, R Essani, P Petrone, AM Kaiser…","JP Lake, R Essani, P Petrone, AM Kaiser… - Diseases of the Colon …, 2004 - journals.lww.com",Diseases of the Colon …,Management of retained colorectal foreign bodies: predictors of operative intervention,PURPOSE: This study was designed to review experience at our hospital with retained colorectal foreign bodies. METHODS: We reviewed the consultation records at Los Angeles …,https://journals.lww.com/dcrjournal/abstract/2004/47100/management_of_retained_colorectal_foreign_bodies_.19.aspx,Google Scholar,,,
2004,"Höllwarth, J.","JM Mayr, W Grechenig, ME Höllwarth","JM Mayr, W Grechenig, ME Höllwarth - European Journal of Trauma, 2004 - Springer",European Journal of Trauma,Musculoskeletal ultrasound in pediatric trauma,"Background and Purpose: The radiologic evaluation of musculoskeletal injuries in young children is difficult due to the absent ossification of several secondary ossification centers, …",https://link.springer.com/article/10.1007/s00068-004-1350-8,Google Scholar,,,
