id,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason ID_JGE,Exclude_MS,Reason ID_MS
140,2010,"Kleiman..., B.","B Joseph, J Antrim, Dg Kleiman...",Wild Mammals In ...,"B Joseph, J Antrim, DG Kleiman... - Wild mammals in ..., 2010 - books.google.com",Google Scholar,,https://books.google.com/books?hl=en&lr=&id=a1vev5hf7o8c&oi=fnd&pg=pa181&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=ocak4ehb_n&sig=kpmgjufub-jij8fpgnhzlsh3190,Special Considerations For The Maintenance Of Marine Mammals In Captivity,"Marine Mammals Are A Unique Group Of Warm-Blooded Animals That, With The Exception Of A Few Freshwater Species, Make Their Living From The Sea. However, Marine Mammals Did Not ...","Zoos, aquaria, and wildlife parks are vital centers of animal conservation and management. For nearly fifteen years, these institutions have relied on Wild Mammals in Captivity as the essential reference for their work. Now the book reemerges in a completely updated second edition. Wild Mammals in Captivity presents the most current thinking and practice in the care and management of wild mammals in zoos and other institutions. In one comprehensive volume, the editors have gathered the most current information from studies of animal behavior; advances in captive breeding; research in physiology, genetics, and nutrition; and new thinking in animal management and welfare.

In this edition, more than three-quarters of the text is new, and information from more than seventy-five contributors is thoroughly updated. The standard text for all courses in zoo biology, Wild Mammals in Captivity will, in its new incarnation, continue to be used by zoo managers, animal caretakers, researchers, and anyone with an interest in how to manage animals in captive conditions. ",True,4.0,True,2.0
2,1883,"Howe, A.",Aj Howe,,AJ Howe - 1883 - books.google.com,Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=Ytbwai27-EMC&oi=fnd&pg=PR9&dq=A+Practical+And+Systematic+Treatise+On+Fractures+And+Dislocations+a+howe+1883&ots=ewjRr1KPpS&sig=kwjZ1Fue_VActBkABNAKBanP3eU&redir_esc=y#v=onepage&q=A%20Practical%20And%20Systematic%20Treatise%20On%20Fractures%20And%20Dislocations%20a%20howe%201883&f=false,A Practical And Systematic Treatise On Fractures And Dislocations,"37. Fracture Of The Shaft Of The Humerus...... Page. 123 124 38. Dressing For Fracture Of The Shaft Of The Humerus............. 39. Diastasis, Or Separation Of The Lower Epiphysis Of The Humerus.....",Abstract not available,True,2.0,True,2.0
482,2024,"Jaison, V.","Jaison Varghese J., Aithal V.U., Sharan K., Maiya A.G., Rajashekhar B.",Preventive Medicine Reports,,Embase,10.1016/j.pmedr.2024.102713,,Profiling Of Swallowing Function In Head And Neck Cancer Patients Prior To Radiation Therapy-Findings From A Tertiary Hospital In South India,"Purpose: Head And Neck Cancer (Hnc) Patients Often Face Difficulties With Swallowing, Which Can Be Due To The Cancer Itself Or The Treatment Modalities Like Radiation Therapy. The Presentation Of Hnc Can Vary Between Developing And Developed Countries Due To Socioeconomic Factors. The Current Study Aimed To Profile The Swallowing Function Of Hnc Patients Before Starting Radiation Therapy In A Tertiary Hospital In India. Method: This Cross-Sectional Observational Study Examined Patients With Hnc Who Were Scheduled For Radiation Therapy. The Functional Oral Intake Scale (Fois) And Karnofsky Performance Status Scale Were Used To Assess The Patients’ Swallowing Status And Functional Abilities, Respectively. The Study Also Evaluated The Relationship Between Swallowing Function And Clinical-Demographic Factors. Results: Our Assessment Of 162 Hnc Patients Found That The Cancer Site Significantly Affects Swallowing. Although 92% Of Patients Had An Oral Diet, 64% Made Dietary Modifications. Patients With Non-Oral Intake Had Either Oral Or Pharyngeal Cancer, And Over 80% Of Oral Cancer Patients And 60% Of Those With Pharyngeal Cancer Had Already Made Changes To Their Diet. Patients With Laryngeal Cancer Had A Better Oral Intake, With 58% Reporting No Swallowing Issues. Conclusion: Patients With Hnc Scheduled For Radiation Therapy May Experience Varying Degrees Of Swallowing Difficulty. Early Intervention And Teaching Of Safe Swallowing Strategies Are Crucial To Prepare For The Potential Worsening Of Swallowing Difficulties Resulting From The Treatment. Advanced Tumor Stages And Oral/Pharyngeal Cancers Increase The Risk Of Significant Swallowing Issues.",,True,2.0,True,2.0
79,2003,"Mcquirter, J.","Mcquirter, Joseph L.; Rothenberg, Stephen J.; Dinkins, Gracie A.; Norris, Keith; Kondrashov, Vladislav; Manalo, Mario; Todd, Andrew C.",Journal Of Oral And Maxillofacial Surgery : Official Journal Of The American Association Of Oral And Maxillofacial Surgeons,,PubMed,10.1053/joms.2003.50117,,Elevated Blood Lead Resulting From Maxillofacial Gunshot Injuries With Lead Ingestion,"Purpose: The Purpose Of This Study Was To Identify The Contribution Of Ingested Lead Particles To Elevated Blood Lead Concentrations In Victims Of Gunshot Injury  To The Maxillofacial Region. Patients And Methods: As Part Of A Larger Study Of  The Effects Of Retained Lead Bullets On Blood Lead, A Retrospective Review Of  Study Findings Was Completed On 5 Of 8 Patients Who Sustained Injuries To The  Maxillofacial Region. These 5 Patients Were Recruited Into The Larger Study  Within 11 Days Of Injury And Showed A Penetration Path For The Projectile That  Engaged The Upper Aerodigestive Tract. All Subjects Were Recruited From Patients  Presenting For Care Of Their Gunshot Injuries To A Large Inner-City Trauma Center  With A Retained Bullet Resulting From A Gunshot Injury. An Initial Blood Lead  Level Was Measured For All Recruited Patients And Repeated 1 To 17 Weeks Later.  Medical History Was Taken Along With A Screening And Risk Factor Questionnaire To  Determine Other Potential Or Actual Sources (Occupational/Recreational) Of Lead  Exposure. (109)Cd K-Shell X-Ray Fluorescence Determinations Of Bone Lead Were  Completed To Determine Past Lead Exposure Not Revealed By Medical History And  Risk Factor Questionnaire. Radiographs Taken Of The Abdomen And Chest, Required  As A Part Of The Patient'S Hospital Care, Were Retrospectively Reviewed For Signs  Of Metallic Fragments Along The Aerodigestive Tract. Results: All 5 Patients  Retained Multiple Lead Pellets Or Fragments At The Site Of Injury, Sustained  Fractures Of The Facial Bones, And Showed Increases In Blood Lead. Three Of The 5  Study Subjects Who Sustained Maxillofacial Gunshot Injuries Involving The Mouth,  Nose, Or Throat Region Showed Metallic Densities Along The Gastrointestinal Tract  Indicative Of Ingested Bullet Fragments. Each Patient With Ingested Bullet  Fragments Showed Rapid Elevation Of Blood Lead Exceeding 25 Microg/Dl And  Sustained Increases Well Beyond The Time When All Ingested Fragments Were  Eliminated. A 3-Year Follow-Up On These 3 Patients Showed Significantly Sustained  Elevation Of Blood Lead But Less Than That Observed During The Initial 6 Months  After Injury. None Of The 5 Study Subjects Showed Any Evidence Of Metallic  Foreign Bodies Within The Tracheobronchial Regions Indicative Of Aspiration.  Conclusion: Ingestion Of Lead Fragments Can Result From Gunshot Injuries To The  Maxillofacial Region And May Substantially Contribute To A Rapid Increase In  Blood Lead Level. Prompt Diagnosis And Elimination Of Ingested Lead Fragments Are  Essential Steps Necessary To Prevent Lead Being Absorbed From The  Gastrointestinal Tract. Increased Blood Lead In Victims After Gunshot Injuries  Must Be Fully Evaluated For All Potential Sources, Including Recent Environmental  Exposure, Absorption Of Lead From Any Remaining Bullets In Body Tissues, And The  Possibility Of Mobilization Of Lead From Long-Term Body Stores Such As Bone.",,True,2.0,True,2.0
208,2014,"Attewell, N.",N Attewell,,N Attewell - 2014 - books.google.com,Google Scholar,,"https://books.google.lk/books?hl=en&lr=&id=azXJAgAAQBAJ&oi=fnd&pg=PP1&dq=Better+Britons:+Reproduction,+Nation,+And+The+Afterlife+Of+Empire+attewell+2014&ots=pQrDZ0ENcK&sig=i2J04MSWl_TzAIlsIyisrHWqDsQ&redir_esc=y#v=onepage&q=Better%20Britons%3A%20Reproduction%2C%20Nation%2C%20And%20The%20Afterlife%20Of%20Empire%20attewell%202014&f=false","Better Britons: Reproduction, Nation, And The Afterlife Of Empire","In 1932, Aldous Huxley Published Brave New World, His Famous Novel About A Future In Which Humans Are Produced To Spec In Laboratories. Around The Same Time, Australian Legislators ...",Abstract not available,True,5.0,True,2.0
312,2019,"Elkbuli, A.","Elkbuli, Adel; Ehrhardt, John D. Jr; Hai, Shaikh; Mckenney, Mark; Boneva, Dessy",International Journal Of Surgery Case Reports,,PubMed,10.1016/j.ijscr.2019.01.013,,Surgical Care For Ingested Cocaine Packets: Case Report And Literature Review,"Introduction: Body Packing Is The Use Of Intra-Corporeal Packages Of Illicit Drugs For The Purpose Of Smuggling, Usually Through Customs. Clinical Cases And  Experience With Body Packers Has Increased Since The First Report Appeared In  1971. These Cases Remain An Uncommon Cause Of Acute Drug Toxicity And/Or Bowel  Obstruction. Presentation Of Case: A 23 Year-Old Man Was Brought To The Emergency  Department With Seizures. Ct Imaging Revealed Numerous Intestinal Foreign Bodies,  Suspicious For Body Packing. The Patient Was Stabilized And Taken Emergently To  The Operating Room For Exploratory Laparotomy And Removal Of 34 Cocaine Packets.  Ongoing Treatment For Cocaine Overdose Was Also Utilized. The Patient Recovered  Without Complications. Discussion: This Case Provides Insight And Awareness For  Proper Diagnosis And Management Of Body Packers By Physicians And Surgeons Alike.  Conclusion: We Present A Case Report Of Acute Cocaine Intoxication In A Young Man  Who Ingested 34 Packets Of Cocaine For Means Of Drug Trafficking. Medical  Approaches Are Available For Cases In Which Patients Remain Asymptomatic, But  Surgical Intervention Is Necessary For Those With Signs And Symptoms Of Bowel  Obstruction Or Drug Overdose.",,True,,True,7.0
195,2014,"Yu, H.","Yu, Hong; Wu, Shuodong; Yu, Xiaopeng; Zhang, Quan",American Journal Of Emergency Medicine,,PubMed,10.1016/j.ajem.2013.10.007,,Single-Incision Laparoscopic Surgery For Ingested Foreign Body Removal,"This Report Presents A 16-Year-Old Adolescent Boy With Intentional Ingestion Of A 6-Cm-Length Iron Nail In Detention Center 6 Hours Ago. There Was No Symptom And  Sign Of Acute Abdominal Pain. Abdominal Computed Tomographic Scan Was Performed,  And An Iron Nail Was Found In The Left Upper Quadrant Abdomen. Considering The  Size, Shape, And Location Of The Foreign Body, Emergency Surgery Was Performed  Using Single-Incision Laparoscopic Surgery Approach. Multiple Trocars In  Umbilical Incision Technique And Conventional Instruments Were Used. After  Identification Of The Foreign Body In Jejunum By Alternative Clamping Of Small  Bowel, Enterostomy Was Made, And Extracorporeal Suturing Was Performed. The  Operation Time Was 1 Hour Without Blood Loss During The Surgery. The Patient Left  The Bed 6 Hours After The Surgery. Bowel Function Recovered, And The Gastric Tube  Was Removed On Postoperative Day 2. No Painkiller Was Used After The Surgery. The  Patient Was Discharged On Postoperative Day 3 Without Any Complication. To Our  Knowledge, It Is The First Report On Removal Of Ingested Foreign Body Located In  Jejunum Using Single-Incision Laparoscopic Surgery Technique.",,False,,False,
493,2024,"Marano, M.","Marano M., Goffredo B.M., Faraci S., Torroni F., Gowda S.H., Perdichizzi S., Di Nardo M.",Toxicology Reports,,Embase,10.1016/j.toxrep.2024.101683,,Pharmacokinetic Effects Of Endoscopic Gastric Decontamination For Multidrug Gastric Pharmacobezoars,"Introduction: Intentional Multiple Drugs Overdose Is An Often-Encountered Method Of Self-Harm In Adolescence. Treatments Include Supportive Therapy, Antidotes (When Available) And Decontamination Techniques With The Aim Of Reducing Drugs Absorption By The Gastrointestinal System To Minimize Toxicity. Nevertheless, The Decontamination Techniques Currently Used, Such As Gastric Lavage (Gl), Activated Charcoal Or Whole-Bowel Irrigation, Have A Questionable Effectiveness. Endoscopic Gastric Decontamination (Egd) Treatment For Massive Ingestion Of Drugs Or Formation Of Pharmacobezoars Is Currently Described Only In Anecdotal Cases. Here We Describe The Management Of An Intentional Drug Overdose In An Adolescent Patient Treated With Egd And The Effects Of This Therapy On Drugs Pharmacokinetics. Case Report: A 15-Year-Old Boy Was Admitted In An Unconscious State (Glasgow Coma Scale: 7–8) To The Pediatric Intensive Care Unit After Assuming An Unspecified Amount Of Quetiapine, Aspirin, Bisoprolol, Fluoxetine, Furosemide, Alprazolam, And Pregabalin Pills. Rapid Sequence Intubation Was Immediately Performed And Then The Patient Was Treated With Symptomatic Therapy And Gl With Minimal Removal Of Gastric Material. Accounting For The Type Of Drugs, The Time Elapsed From Oral Assumption And The Unknown Quantity Assumed, Egd Was Attempted With Aim Of Removing Potential Aggregate Of The Drugs. Serial Blood Samples Were Taken Before And After Egd To Measure The Plasma Level Of The Drugs. A Pharmacobezoar Was Found And Was Immediately Removed With Egd. The Results Of The Drug Monitoring Showed That Quetiapine Exceeded The Toxic Level Reported In Literature Indicating That It May Have Been The Drug Assumed In Higher Quantity By Our Patient. Picu Stay Was Uneventful, And The Patient Was Transferred To The Psychiatric Ward After Extubation. Discussion: Our Case Shows How Gl Is Not Effective In Mitigating Multidrug Absorption Especially Drugs Potentially Inducing Pharmacobezoars. Furthermore, Based On Our Plasma Drug Monitoring, We Believe That Early Egd Should Be Considered In All Cases Of Massive Pill Intake, Prolonged Release Drugs That Can Form Pharmacobezoars Or In Cases Where A Life-Threatening Dose Cannot Be Excluded.",,True,7.0,True,2.0
314,2019,"Tromans, S.","Tromans, S; Chester, V; Wells, H; Alexander, R",Journal Of Forensic Psychiatry & Psychology,,Web of Science,10.1080/14789949.2018.1530287,,Deliberate Ingestion Of Foreign Bodies As A Form Of Self-Harm Among Inpatients Within Forensic Mental Health And Intellectual Disability Services,"Deliberate Foreign Body Ingestion Is A Significant Issue In Prison And Psychiatric Settings. It Is Associated With Serious Physical Complications, Including Bowel Obstruction, Perforation And Haemorrhage. Episodes Of Deliberate Foreign Body Ingestion Were Identified Retrospectively From 5417 Incident Records From Two Inpatient Forensic Services (One Mental Health And One Intellectual Disability) Over A One Year Timeframe, Using Related Search Terms. Rates Were Compared According To Gender, Diagnosis And Level Of Security. Incidents Of Deliberate Foreign Body Ingestion Were Found To Occur On Average Every 2.7Days Across The Study Population, With 133 Incidents Recorded Over A One Year Period, Accounted For By 27 Patients. Women And Patients In Lower Levels Of Security Were Significantly More Likely To Engage In Deliberate Foreign Body Ingestion. Staff Responses To This Behaviour Were Highly Variable. Deliberate Foreign Body Ingestion Occurs Frequently Within Inpatient Forensic Services, And Can Have Significantly Detrimental Physical Implications For Affected Patients. Further Research Should Investigate The Psychiatric And Intellectual Disability Profile Of Such Individuals In Further Detail, As Well As Exploring Patient Narratives; Both Of Which Will Help Inform Development Of Treatment Strategies.",,False,,False,
0,0,"Listed, N.",Yee A,,A Yee,Google Scholar,,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&inst=7421307413561760588&q=K9+Tactical+Emergency+Casualty+Care+a+yee&btnG=,K9 Tactical Emergency Casualty Care,,Abstract not available,True,4.0,True,2.0
11,1917,"Benedetto, M.",M Di Benedetto,Rehabilitation Of The Injured ...,"M DI BENEDETTO - REHABILITATION OF THE INJURED ..., 1917 - upload.wikimedia.org",Google Scholar,,https://upload.wikimedia.org/wikipedia/commons/8/8d/rehabilitation_of_the_injured_combatant_volume_1_%28ia_rehabilitationoftheinjuredcombatantvolume1%29.pdf#page=287,Cranial Neuropathies: Electro-Diagnosis And Management,"Conclusion * Colonel Medical Corps, Us Army (Ret); Formerly, Assistant To The Deputy Commanding General, Us Army Training Command, Fort Monroe, Virginia; Currently, Professor...",Abstract not available,True,5.0,True,2.0
173,2012,"Yung, K.","Kc Huoh, Kc Yung",Otolaryngology,"KC Huoh, KC Yung - Otolaryngology, 2012",Google Scholar,,,Retained Denture In Oropharynx,,Abstract not available,True,1.0,True,2.0
84,2004,Rodríguez H.,"Rodríguez Hermosa, J. I.; Roig García, J.; Ruiz Feliú, B.; Gironès Vilà, J.; Codina Cazador, A.; Pont Vallès, J.; Figa Francesch, M.; González Huix, F.; Acero Fernández, D.",Gastroenterologia Y Hepatologia,,PubMed,10.1016/s0210-5705(03)70521-4,,Recurrent Ingestion Of Foreign Bodies And Abdominal Self-Injury As A Form Of Attempted Suicide,"Accidental Ingestion Of Foreign Bodies Is Fairly Common In The General Population. However, Recurrent, Deliberate Ingestion Of Foreign Bodies Associated  With Continual Abdominal Self-Mutilation With Blunt Objects Is Extremely Unusual.  We Present The Case Of A Young Woman With An Underlying Psychiatric Disorder Who  Repeatedly Presented To The Emergency Department Of Our Hospital For Attempted  Suicide. The Most Frequent Reason For Presenting To The Emergency Department Was  Ingestion Of Multiple Objects, Usually Sharp Metal Objects, Frequently Associated  With Abdominal Self-Mutilation Using A Sharp Instrument. Treatment Consisted Of  Extraction Of The Foreign Bodies Through Upper Gastrointestinal Endoscopy Or  Abdominal Surgery. The Patient Has Survived All These Attempts With Minimal  Morbidity.",,False,,False,
225,2015,"Hong, K.","Hong, Kyong Hee; Kim, Yoon Jae; Kim, Jae Hak; Chun, Song Wook; Kim, Hee Man; Cho, Jae Hee",World Journal Of Gastroenterology,,PubMed,10.3748/wjg.v21.i26.8125,,Risk Factors For Complications Associated With Upper Gastrointestinal Foreign Bodies,"Aim: To Investigate Predictive Risk Factors Associated With Complications In The Endoscopic Removal Of Foreign Bodies From The Upper Gastrointestinal Tract.  Methods: We Retrospectively Reviewed The Medical Records Of 194 Patients With A  Diagnosis Of Foreign Body Impaction In The Upper Gastrointestinal Tract,  Confirmed By Endoscopy, At Two University Hospital In South Korea. Patient  Demographic Data, Including Age, Gender, Intention To Ingestion, Symptoms At  Admission, And Comorbidities, Were Collected. Clinical Features Of The Foreign  Bodies, Such As Type, Size, Sharpness Of Edges, Number, And Location, Were  Analyzed. Endoscopic Data Those Were Analyzed Included Duration Of Foreign Body  Impaction, Duration Of Endoscopic Performance, Endoscopic Device, Days Of  Hospitalization, Complication Rate, 30-D Mortality Rate, And The Number Of  Operations Related To Foreign Body Removal. Results: The Types Of Upper  Gastrointestinal Foreign Bodies Included Fish Bones, Drugs, Shells, Meat, Metal,  And Animal Bones. The Locations Of Impacted Foreign Bodies Were The Upper  Esophagus (57.2%), Mid Esophagus (28.4%), Stomach (10.8%), And Lower Esophagus  (3.6%). The Median Size Of The Foreign Bodies Was 26.2 ± 16.7 Mm. Among 194  Patients, Endoscopic Removal Was Achieved In 189, And Complications Developed In  51 Patients (26.9%). Significant Complications Associated With Foreign Body  Impaction And Removal Included Deep Lacerations With Minor Bleeding (N = 31,  16%), Ulcer (N = 11, 5.7%), Perforation (N = 3, 1.5%), And Abscess (N = 1, 0.5%).  Four Patients Underwent Operations Because Of Incomplete Endoscopic Foreign Body  Extraction. In Multivariate Analyses, Risk Factors For Endoscopic Complications  And Failure Were Sharpness (Hr = 2.48, 95%Ci: 1.07-5.72; P = 0.034) And A Greater  Than 12-H Duration Of Impaction (Hr = 2.42, 95%Ci: 1.12-5.25, P = 0.025).  Conclusion: In Cases Of Longer Than 12 H Since Foreign Body Ingestion Or  Sharp-Pointed Objects, Rapid Endoscopic Intervention Should Be Provided In  Patients With Ingested Foreign Bodies.",,False,,False,
