id,Publication Year,Authors,Title,Publication Title,Database,Exclude,Reason ID,Paediatric,Intention Reported,Deliberate intention,Unclear,Accessed,Comments
181,2012,"Frei-Lanter, Cornelia M.; Vavricka, Stephan R.; Kruger, Tillmann H. C.; Tutuian, Radu; Geier, Andreas; Bauerfeind, Peter; Krones, Tanja; Fried, Michael; Frei, Pascal",Endoscopy For Repeatedly Ingested Sharp Foreign Bodies In Patients With Borderline Personality Disorder: An International Survey,European Journal Of Gastroenterology & Hepatology,PubMed,TRUE,5,,,,,30/01/2025,Survey?
182,2012,"Dipoce, J; Guelfguat, M; Dipoce, J",Radiologic Findings In Cases Of Attempted Suicide And Other Self-Injurious Behavior,Radiographics,Web of Science,FALSE,,,TRUE,TRUE,,30/01/2025,2 cases of deliberate ingestion recorded.
183,2012,"Cascini, F; Longo, F; Polacco, M; Scafetta, I",Foreign Object Ingestion In Complex Suicide: A Case Report And Review Of The Literature,Forensic Science International,Web of Science,TRUE,11,,TRUE,TRUE,,30/01/2025,35M ingested four palst knives before hanging. Deceased. Suicide by other means. Exclude.
184,2012,"K Iqbal, Mi Khan, M Marwat",Esophageal Foreign Bodies: Experience With Rigid Esophagoscopy At Dera Ismail Khan,Gomal Journal Of Medical Sciences,Google Scholar,TRUE,9,,FALSE,,,30/01/2025,"Mixed population. Record of 15 patients swallowed miscellaneous items. No mention of intention, but intro talks about accidental ingestion."
185,2013,"Thabet, Mohammed Hossam; Basha, Waleed Mohamed; Askar, Sherif","Button Battery Foreign Bodies In Children: Hazards, Management, And Recommendations",Biomed Research International,PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,Paediatric study. Intention not mentioned.
187,2013,Reisner A.D.; Bornovalova M.A.; Gordish L.; Baker R.N.; Smith K.J.; Sexton R.E.,Ingestion Of Foreign Objects As A Means Of Nonlethal Self-Injury,"Personality Disorders: Theory, Research, And Treatment",SCOPUS,TRUE,5,,TRUE,TRUE,,30/01/2025,"Review article. Numerous case studies of a psychiatric population. No empirical data on ingestions and surgical outcomes, but good information about intentions in 3 illustrated cases. "
188,2013,"Navinés, Ricard; Gutierrez, Fernando; Arranz, Belen; Moreno-España, Jose; Luisa Ímaz, María; Soler, Victoria; Vázquez, Mireia; Carlos Pascual, Juan; Martín-Santos, Rocío; Kahn, David A.",Long-Term And Bizarre Self-Injurious Behavior: An Approach To Underlying Psychological Mechanisms And Management,Journal Of Psychiatric Practice,PubMed,TRUE,5,,TRUE,TRUE,,30/01/2025,Long term case review. Focus on underlying psychosocial mechanisms. No empirical data on ingested objects and outcomes of interest.
189,2013,"Ma, Jeehyun; Kang, Doo Kyoung; Bae, Jae-Ik; Park, Kyung Joo; Sun, Joo Sung",Value Of Mdct In Diagnosis And Management Of Esophageal Sharp Or Pointed Foreign Bodies According To Level Of Esophagus,Ajr. American Journal Of Roentgenology,PubMed,TRUE,9,,FALSE,,,30/01/2025,"Reports of ""metallic foreign bodies (two cases)"", but ingestion not explicitly intentional."
190,2013,"Mairose, Ulrich",Intentional Ingestion,Deutsches Arzteblatt International,PubMed,TRUE,5,,,,,30/01/2025,Corresepondence. No original empirical data.
192,2013,"Dalal, Poorvi P.; Otey, Andrew J.; Mcgonagle, Emily A.; Whitmill, Melissa L.; Levine, Edward J.; Mckimmie, Ryan L.; Thomas, Alicia C.; Cook, Charles H.; Papadimos, Thomas J.; Reilley, Thomas E.; Bergese, Sergio D.; Steinberg, Steven M.; Stawicki, Stanislaw P. A.; Evans, David C.",Intentional Foreign Object Ingestions: Need For Endoscopy And Surgery,Journal Of Surgical Research,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,30 patients with 141 episodes of IIFO.
194,2014,"Russell, Robert T.; Griffin, Russell L.; Weinstein, Elizabeth; Billmire, Deborah F.",Esophageal Button Battery Ingestions: Decreasing Time To Operative Intervention By Level I Trauma Activation,Journal Of Pediatric Surgery,PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,Paediatric study. Intention not mentioned.
195,2014,"Yu, Hong; Wu, Shuodong; Yu, Xiaopeng; Zhang, Quan",Single-Incision Laparoscopic Surgery For Ingested Foreign Body Removal,American Journal Of Emergency Medicine,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,"""16-year-old adolescent boy with intentional ingestion of a 6-cm-length iron nail in detention center 6 hours ago."""
197,2014,"Yamano, Y; Uzawa, K; Ito, H; Tanzawa, H",Endoscopically Assisted Removal Of A Fish Bone Penetrating The Parotid Duct: An Unusual Case,Journal Of Oral And Maxillofacial Surgery,Web of Science,TRUE,9,,FALSE,,,30/01/2025,Fish bone. Not explicitly intentional.
199,2014,"Sahn, Benjamin; Mamula, Petar; Ford, Carol A.",Review Of Foreign Body Ingestion And Esophageal Food Impaction Management In Adolescents,Journal Of Adolescent Health : Official Publication Of The Society For Adolescent Medicine,PubMed,TRUE,5,TRUE,,,,30/01/2025,Review article.
200,2014,"Russell, Robert; Lucas, Alan; Johnson, Joffre; Yannam, Govarhana; Griffin, Russell; Beierle, Elizabeth; Anderson, Scott; Chen, Mike; Harmon, Carroll",Extraction Of Esophageal Foreign Bodies In Children: Rigid Versus Flexible Endoscopy,Pediatric Surgery International,PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,Compares rigid and flexible endoscopy. No mention of intention.
201,2014,"Provenzano, Matthew J.; Rutter, Michael J.; Von Allmen, Daniel; Manning, Peter B.; Paul Boesch, R.; Putnam, Philip E.; Black, Angela P.; De Alarcon, Alessandro",Slide Tracheoplasty For The Treatment Of Tracheoesophogeal Fistulas,Journal Of Pediatric Surgery,PubMed,TRUE,9,,FALSE,,,30/01/2025,"Compares techniques of TEF repair, mention of battery ingestion and foreign body ingestion. No mention of intention. "
202,2014,"S Park, Ds Choi, Hs Shin, Jm Cho, Kn Jeon...",Fish Bone Foreign Bodies In The Pharynx And Upper Esophagus: Evaluation With 64-Slice Mdct,Acta ...,Google Scholar,TRUE,6,,,,,30/01/2025,Duplicate
203,2014,"Park, Soyeon; Choi, Dae Seob; Shin, Hwa Seon; Cho, Jae Min; Jeon, Kyung Nyeo; Bae, Kyung-Soo; Koh, Eun Ha; Park, Jung Je",Fish Bone Foreign Bodies In The Pharynx And Upper Esophagus: Evaluation With 64-Slice Mdct,"Acta Radiologica (Stockholm, Sweden : 1987)",PubMed,TRUE,9,,FALSE,,,30/01/2025,Fish bone. Implies unintentional.
205,2014,"Guelfguat, Mark; Kaplinskiy, Vladimir; Reddy, Srinivas H.; Dipoce, Jason",Clinical Guidelines For Imaging And Reporting Ingested Foreign Bodies,Ajr. American Journal Of Roentgenology,PubMed,TRUE,5,,FALSE,,,30/01/2025,Clinical guideline for use imaging ingested foreign bodies. No focus on intentional ingestion.
210,2015,"Olivares Ripoll, Vicente; López López, Víctor; Amate Tortosa, Eloisa; Gil Gómez, Elena",Removal Of An Ingested Knife Impacted In The Esophagus Using Flexible Endoscopy,Cirugia Espanola,PubMed,TRUE,1,,,,,30/01/2025,Title in English. Article in Spanish.
211,2015,"Rey, J. W.; Gosepath, J.; Hoffman, A.; Kiesslich, R.; Manner, H.",Catch Me If You Can: Endoscopic Remove Of A Needle From The Jejunum,Zeitschrift Fur Gastroenterologie,PubMed,TRUE,1,,,,,30/01/2025,Abstract in English. Article in French.
212,2015,Saukko P.; Knight B.,Knight’S: Forensic Pathology: Fourth Edition,Knight’S: Forensic Pathology: Fourth Edition,SCOPUS,TRUE,1,,,,,30/01/2025,"Pay wall, unable to access via QMUL or Sci-Hub."
213,2015,"Shew, Matthew; Jiang, Zi; Bruegger, Daniel; Arganbright, Jill",Migrated Esophageal Foreign Body Presents As Acute Onset Dysphagia Years Later: A Case Report,International Journal Of Pediatric Otorhinolaryngology,PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,11 year old presenting 8 years after possible ingestion.
214,2015,"Tanrikulu, Y; Sen Tanrikulu, C; Karannan, S; Sahin, H",Ingestion Of Multiple Magnets For Suicide,Hong Kong Journal Of Emergency Medicine,Web of Science,FALSE,,TRUE,TRUE,TRUE,,30/01/2025,"""We presented a case in which a seventeen year-old young man attended emergency department after attempting suicide by cutting his wrist. Incidentally, he was found to have ingested multiple magnets which stayed in the stomach."""
216,2015,"Tseng, Hsiang-Jer; Hanna, Tarek N.; Shuaib, Waqas; Aized, Majid; Khosa, Faisal; Linnau, Ken F.","Imaging Foreign Bodies: Ingested, Aspirated, And Inserted",Annals Of Emergency Medicine,PubMed,TRUE,5,,,,,30/01/2025,Review article. No empirical evidence.
217,2015,"Wadhwa, C; Madhavan, S; Augustine, Aj; Shenoy, S; Mirza, A",The Mule With Golden Eggs: Retrieval Of Unusual Foreign Body,Journal Of Digestive Endoscopy,Web of Science,FALSE,,,TRUE,TRUE,,30/01/2025,"""We present a case of 44_year_old male with a history of intentional ingestion of 30 gold pellets as a carrier from Dubai to India."""
219,2015,"Wnęk, Bartosz; Łożyńska-Nelke, Aleksandra; Karoń, Jacek",Foreign Body In The Gastrointestinal Tract Leading To Small Bowel Obstruction--Case Report And Literature Review,Polski Przeglad Chirurgiczny,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,"""The study presented a case of a 33-year-old female patient subjected to surgical treatment, due to deliberate swallowing of a balloon. The above-mentioned was the amateur equivalent of intragastric balloon insertion, inducing weight loss."""
220,2015,"Mukherjee, S; Hoque, A; Chakraborty, S",Incidence Of Foreign Body In The Upper Digestive Tract: A Retrospective Study,Journal Of Evolution Of Medical And Dental Sciences-Jemds,Web of Science,TRUE,9,,FALSE,,,30/01/2025,Intention not recorded.
221,2015,"Tarrats, Luis A.; Rivera-Rodríguez, Marinell; González, Lorena; Vargas-Pinto, Susana; Garratón, Miguel; Quintero, Elisa; Riera-March, Antonio",Anterior-Commissure Laryngoscope Extraction Of Esophageal Coins In Children Using An Apnea Technique,Otolaryngology--Head And Neck Surgery : Official Journal Of American Academy Of Otolaryngology-Head And Neck Surgery,PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,Paediatric study. Intention not mentioned. All objects ingested were coins.
223,2015,"Aalouane, R.; Lahlou, F.; Aarab, C.; Barrimi, M.; Zaidi, K.; Khelafa, S.; Rammouz, I.",Recurrent Voluntary Ingestion Of Metallic Objects In Prison By A Female Patient,L'Encephale,PubMed,TRUE,1,,,,,30/01/2025,Abstract in English. Article in French.
224,2015,"Hong, Kyong Hee; Kim, Yoon Jae; Kim, Jae Hak; Chun, Song Wook; Kim, Hee Man; Cho, Jae Hee",Risk Factors For Complications Associated With Upper Gastrointestinal Foreign Bodies,World Journal Of Gastroenterology,PubMed,TRUE,9,,,,,30/01/2025,"Includes intention as outcome measure, but not used in multivariate analysis"
225,2015,"Kim, Ey; Min, Yg; Bista, Ab; Park, Kj; Kang, Dk; Sun, Js",Usefulness Of Ultralow-Dose Submillisievert Chest Ct Using Iterative Reconstruction For Initial Evaluation Of Sharp Fish Bone Esophageal Foreign Body,American Journal Of Roentgenology,Web of Science,TRUE,9,,FALSE,,,30/01/2025,All fish bone. Implies unintentional.
226,2015,"Akay, Seval; Günay, Süleyman; Binicier, Ömer Burçak; Paköz, Zehra Betül; Akar, Harun",A Deliberately Swallowed Foreign Body: Money Package,Endoscopy,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,Syrian refugee who swallowed $1000 for safe keeping whilst fleeing Syria. Endoscopically removed without complication and returned to him.
227,2015,Brunner J.; Russel M.; Herr K.; Benjamin E.; Myers L.; Boyko O.; Jaffray P.; Reddy S.,Nonsuicidal Self-Injury-Related Foreign Bodies In The Emergency Department,"Seminars In Ultrasound, Ct And Mri",SCOPUS,TRUE,5,,TRUE,TRUE,,30/01/2025,Review with no empirical data on intentional ingestion of foreign objects.
228,2015,"Diamond, Sarah J.; Sonnenberg, Amnon",A Game Theoretic Approach To Repeated Foreign Body Ingestion,Endoscopy,PubMed,TRUE,5,,TRUE,TRUE,,30/01/2025,Focusses on game theoretic approach to IIFO management. No empirical data on individual ingestions and outcomes or motivations. Exclude.
230,2015,"Oo Lucky, Eo Adaobi",Disk Batteries In The Esophagus Of Nigerian Children: Case Series,Online Journal Of Otolaryngology,Google Scholar,TRUE,9,TRUE,FALSE,,,30/01/2025,Paediatric study. Intention not mentioned.
231,2015,"Dunphy, Louise; Maatouk, Mohamed; Raja, Mazhar; O'Hara, Richard",Ingested Cylindrical Batteries In An Incarcerated Male: A Caustic Tale!,Bmj Case Reports,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,"""A 37-year-old incarcerated man presented to the accident and emergency department following the deliberate ingestion of eight cylindrical batteries."""
232,2015,"Díaz-Alejo, C.; Rodríguez-Navarro, M. Á; Rastrollo Peña, D.; García Fernández, R.",Attempted Suicide By Recurrent Intentionally Foreign Object Ingest: A Challenge For The Anesthesiologist,Revista Espanola De Anestesiologia Y Reanimacion,PubMed,TRUE,1,,,,,30/01/2025,Title in English. Article in Spanish.
233,2015,"Evans, David C.; Wojda, Thomas R.; Jones, Christian D.; Otey, Andrew J.; Stawicki, Stanislaw P.",Intentional Ingestions Of Foreign Objects Among Prisoners: A Review,World Journal Of Gastrointestinal Endoscopy,PubMed,TRUE,5,,,,,30/01/2025,Review article. No original empirical data.
235,2015,Md Mekonnen Hagos,"Foreign Bodies In The Ear, Nose And Esophogus In Pediatric Age Group, At Mekelle Hospital Ethiopia.",,Google Scholar,TRUE,1,,,,,30/01/2025,"Pay wall, unable to access via QMUL or Sci-Hub."
236,2015,Dunphy L.; Syed F.; Raja M.,Foreign Bodies In The Abdomen: Self-Harm And Personality Disorders,Bmj Case Reports,SCOPUS,TRUE,2,,,,,30/01/2025,Presents two cases of polyembolokoilamania (insertion).
237,2016,"Magalhães-Costa, Pedro; Carvalho, Liliana; Rodrigues, José Pedro; Túlio, Maria Ana; Marques, Susana; Carmo, Joana; Bispo, Miguel; Chagas, Cristina",Endoscopic Management Of Foreign Bodies In The Upper Gastrointestinal Tract: An Evidence-Based Review Article,Ge Portuguese Journal Of Gastroenterology,PubMed,TRUE,5,,,,,30/01/2025,Review article. Partial case reports.
238,2016,"Yildiz, I; Koca, Ys; Avsar, G; Barut, I",Tendency To Ingest Foreign Bodies In Mentally Retarded Patients: A Case With Ileal Perforation Caused By The Ingestion Of A Teaspoon,Case Reports In Surgery,Web of Science,FALSE,,,FALSE,,,30/01/2025,"""Mentally retarded"" patient"
239,2016,"Cw Lim, Mh Park, Hj Do, Js Yeom...","Factors Associated With Removal Of Impactted Fishbone In Children, Suspected Ingestion",Pediatric ...,Google Scholar,TRUE,9,,FALSE,,,30/01/2025,No mention of intention.Only mentions 'accident'
240,2016,"Yang, Guang; Li, Wei-Miao; Zhao, Jin-Bo; Wang, Jian; Ni, Yun-Feng; Zhou, Yong-An; Han, Yong; Li, Xiao-Fei; Yan, Xiao-Long","A Novel Surgical Method For Acquired Non-Malignant Complicated Tracheoesophageal And Bronchial-Gastric Stump Fistula: The ""Double Patch"" Technique",Journal Of Thoracic Disease,PubMed,TRUE,9,,FALSE,,,30/01/2025,"Foreign body ingestion reported as cause of TEF, but not explicitly intentional."
241,2016,"Tseng, Chia-Chen; Hsiao, Tzu-Yu; Hsu, Wei-Chung",Comparison Of Rigid And Flexible Endoscopy For Removing Esophageal Foreign Bodies In An Emergency,Journal Of The Formosan Medical Association = Taiwan Yi Zhi,PubMed,TRUE,9,,FALSE,,,30/01/2025,No mention of intention.
244,2016,"Otey, A; Houser, Js; Jones, C; Evans, Dc; Dalal, Pp; Whitmill, Ma; Levine, Ej; Mckimmie, Rl; Papadimos, Tj; Steinberg, Sm; Bergese, Sd; Stawicki, Sp",Republication: Examination Of Financial Charges Associated With Intentional Foreign Body Ingestions By Prisoners: A Pattern Of Escalation,International Journal Of Academic Medicine,Web of Science,TRUE,6,,,TRUE,TRUE,30/01/2025,"Cost analysis. Overlapping populations with Study_ID 192. Only examines hospital charges, not rates of complication, surgery or endoscopy, or object characterists or motivation."
246,2016,"Pedro Magalhes-Costa, Liliana Carvalho, Jos Pedro Rodrigues, Maria Ana Tlio, Susana Marques, Joana Carmo, Miguel Bispo, Cristina Chagas",Endoscopic Management Of Foreign Bodies In The Upper Gastrointestinal Tract: An Evidence-Based Review Article,,Google Scholar,TRUE,6,,,,,30/01/2025,Duplicate
247,2016,"Lee, Jun Hee; Lee, Jee Hoo; Shim, Jung Ok; Lee, Jung Hwa; Eun, Baik-Lin; Yoo, Kee Hwan",Foreign Body Ingestion In Children: Should Button Batteries In The Stomach Be Urgently Removed?,"Pediatric Gastroenterology, Hepatology & Nutrition",PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,Paediatric study. Intention not mentioned.
250,2016,"Adam Ga_Czy_Ski, Ewelina Ciepli_Ska, Aleksander Konturek",Habitual Intentional Foreign Body Ingestion–A Literature Review,Polish Journal Of Surgery,Google Scholar,TRUE,5,,,,,01/04/2025,Review article. No empirical evidence.
251,2016,"Hahnemann, M. L.; Wittschieber, D.; Becker, P.","""Needles And Pins"". Self Injury Behavior By Ingestion Of Numerous Unusual Sharp Foreign Bodies",Rofo : Fortschritte Auf Dem Gebiete Der Rontgenstrahlen Und Der Nuklearmedizin,PubMed,TRUE,1,,,,,30/01/2025,Title in English. Article in German.
252,2016,"Gałczyński, Adam; Cieplińska, Ewelina; Konturek, Aleksander",Habitual Intentional Foreign Body Ingestion - A Literature Review,Polski Przeglad Chirurgiczny,PubMed,TRUE,5,,,,,30/01/2025,Review article. No original empirical data.
253,2016,"Dedania, Bhavtosh; Khanapara, Dipen; Panwala, Amruta; Dharan, Murali",A Case Of Mysterious Impacted Duodenal Foreign Body Presenting With Halitosis,Case Reports In Gastroenterology,PubMed,TRUE,3,,TRUE,FALSE,,30/01/2025,Single case of unitentional ingestion of barbecue grill brush with food causing halitosis.
254,2016,"Crowley, Ae; Grivell, Rm; Dodd, Jm",Sealing Procedures For Preterm Prelabour Rupture Of Membranes,Cochrane Database Of Systematic Reviews,Cochrane,TRUE,2,,,,,30/01/2025,Review of sealing procedures following premature prelabour rumpture of membranes.
255,2016,"Jh Lin, J Fang, D Wang, Hz Chen...","Chinese Expert Consensus On The Endoscopic Management Of Foreign Bodies In The Upper Gastrointestinal Tract (2015, Shanghai, China).",Journal Of Digestive ...,Google Scholar,TRUE,5,,,,,30/01/2025,Consensus statement. No empirical data.
256,2016,"Brezean, I; Moldovan, H; Ferechide, D; Vîlcu, M; Petrea, S",Self-Harm In The Prison System,Romanian Journal Of Legal Medicine,Web of Science,FALSE,,,TRUE,TRUE,,30/01/2025,Retrospective case series. Extensive records of deliberate self-harm and intentional ingestion.
257,2016,"Baugh, Tiffany P.; Hadley, Jamie B.; Chang, C. W. David","Epidemiology Of Wire-Bristle Grill Brush Injury In The United States, 2002-2014",Otolaryngology--Head And Neck Surgery : Official Journal Of American Academy Of Otolaryngology-Head And Neck Surgery,PubMed,TRUE,9,,TRUE,,,30/01/2025,Accidental wire brush ingestion reported.
258,2017,"Kurowski, Jacob A.; Kay, Marsha",Caustic Ingestions And Foreign Bodies Ingestions In Pediatric Patients,Pediatric Clinics Of North America,PubMed,TRUE,5,,,,,30/01/2025,"Review of epidimology and management of caustic, foreign body, coin, button, magnet ingestion with empirical data."
260,2017,"Peixoto, A.; Pereira, P.; Macedo, G.",Gastrointestinal: Voluntary Padlock Ingestion,Journal Of Gastroenterology And Hepatology,PubMed,FALSE,,,,,,30/01/2025,Single case of intentional padlock ingestion in female with cerebral palsy and 'self-destructive behaviour'
261,2017,"Nh Senussi, N Saleem",Ingestion Of Computer Circuit Boards Causing Esophageal Impaction And Small Bowel Obstruction,Baylor University Medical Center ...,Google Scholar,FALSE,,,TRUE,TRUE,,30/01/2025,"""a case of a schizophrenic who ingested large pieces of computer circuit boards, which impacted at the mid-esophagus, in the stomach, and in the cecum"""
262,2017,"Sencan, A; Genisol, I; Hosgör, M",Esophageal Button Battery Ingestion In Children,Ulusal Travma Ve Acil Cerrahi Dergisi-Turkish Journal Of Trauma & Emergency Surgery,Web of Science,TRUE,9,TRUE,FALSE,,,30/01/2025,Paediatric Study no mention of intention.
263,2017,"Yayama, So; Tanimoto, Chie; Suto, Shunji; Matoba, Kei; Kajiwara, Tomomi; Inoue, Masue; Endo, Yoshimi; Yamakawa, Miyae; Makimoto, Kiyoko",Analysis Of Inedible Substance Ingestion At A Japanese Psychiatric Hospital,Psychogeriatrics,PsycINFO,TRUE,7,,TRUE,TRUE,,30/01/2025,"Includes reports of deliberate foreign body ingestion, but mixed with liquid ingestions. Unable to separate outcome measures for population subgroups. Exclude."
264,2017,"Vats, Manu; Ramasamy, Sadhasivam; Neogi, Sushanto; Tudu, Sanjeev Kumar",Ingestion Of Nine Metallic Nails With Corrosive: What Happened Next?,Bmj Case Reports,PubMed,TRUE,7,,TRUE,TRUE,,30/01/2025,"""A 20-year-old woman was brought to the surgery emergency department with the complaint of epigastric pain since 1 day following ingestion of multiple metallic nails with a cup full of toilet cleaner (corrosive acid) with a suicidal intention."". Co-ingestion. Exclude."
266,2017,"Volpi, A.; Laforgia, R.; Lozito, C.; Panebianco, A.; Punzo, C.; Ialongo, P.; Carbotta, G.; Sederino, M. G.; Minafra, M.; Paterno, A.; Palasciano, N.",Ingestion Of Foreign Bodies Among Prisoners: A Ten Years Retrospective Study At University Hospital Of Southern Italy,Il Giornale Di Chirurgia,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,"""All pts were males and ingestions were intentional."""
268,2017,"Takahashi, Jin; Shiga, Takashi; Funakoshi, Hiraku",Oesophageal Coins Invisible On Chest Radiography: A Case Report,International Journal Of Emergency Medicine,PubMed,TRUE,7,,TRUE,TRUE,,30/01/2025,"""46-year-old woman with a history of depression presented to the emergency department after an intentional medication overdose and ingestion of two Japanese 1-yen coins."". Concurrent overdose of medication. Exclude."
269,2017,"Kennedy, Rachel S.; Starker, Rebecca A.; Feldman, Kelly A.; Tashiro, Jun; Perez, Eduardo A.; Mendoza, Fernando G.; Sola, Juan E.",Cost Varies With Procedure Type In Pediatric Gi Foreign Bodies,Journal Of Pediatric Surgery,PubMed,TRUE,5,TRUE,FALSE,,,30/01/2025,Some figures on concurrent psychiatric diagnosis. Review with no empirical data on IIFO.
270,2017,"Zhong, Q; Jiang, Rw; Zheng, X; Xu, Gf; Fan, Xq; Xu, Yy; Liu, F; Peng, Cy; Ren, W; Wang, L",Esophageal Foreign Body Ingestion In Adults On Weekdays And Holidays: A Retrospective Study Of 1058 Patients,Medicine,Web of Science,TRUE,9,,FALSE,,,30/01/2025,Retrospective chinese study of 1058 patients. No record of intention.
273,2017,"Chahine, Elias; El Khoury, Lionel; Baghdady, Ramez; Chouillard, Elie",Recurrent Gastric Metal Bezoar: A Rare Cause Of Gastric Outlet Obstruction,Bmj Case Reports,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,52M case report of intentionally swallowing metal
274,2017,"Chang, Wen-Jung; Chiu, Wen-Yi",Gastric Foreign Body: A Comb,Clinical Case Reports,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,38F case report. Intentional ingested comb.
275,2017,"Eliason, Michael J.; Ricca, Robert L.; Gallagher, Thomas Q.",Button Battery Ingestion In Children,Current Opinion In Otolaryngology & Head And Neck Surgery,PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,"Review of epidemiology, pathophysiology, diagnosis and management of ingested button batteries. No record of intention."
276,2017,"Follent, Anna M.; Rumbach, Anna F.; Ward, Elizabeth C.; Marshall, Jeanne; Dodrill, Pamela; Lewindon, Peter",Dysphagia And Feeding Difficulties Post-Pediatric Ingestion Injury: Perspectives Of The Primary Caregiver,International Journal Of Pediatric Otorhinolaryngology,PubMed,TRUE,9,TRUE,FALSE,,,30/01/2025,"Reports of 5. 4 chemical, 1 button battery. completed the Childrens Picky Eating Questionnaire CPEQ in children. No record of intention. "
277,2017,"Jones, C; Otey, Aj; Papadmos, Tj; Cook, Ch; Stawicki, Sp; Evans, Dc",Association Between Intentional Ingestion Of Foreign Objects And Psychiatric Disease Among Prisoners: A Retrospective Study,International Journal Of Academic Medicine,Web of Science,TRUE,11,,TRUE,TRUE,,30/01/2025,"Looks at psychiatric disease prevelance in US prisoners with IIFO, but does not report data on outcomes of interest."
278,2017,"Gardner, Andrew W.; Radwan, Rami W.; Allison, Miles C.; Codd, Rhodri J.",Double Duodenal Perforation Following Foreign Body Ingestion,Bmj Case Reports,PubMed,FALSE,,,TRUE,TRUE,,30/01/2025,"""This case is one of a 27-yearold Sudanese man who presented having swallowed a ballpoint pen intentionally"""
279,2017,"Vs Mannarino, Dcs Pereira, Ws Gurgel...",Self‐Embedding Behavior In Adults: A Report Of Two Cases And A Systematic Review,Journal Of Forensic ...,Google Scholar,TRUE,2,,,,,30/01/2025,"Focus on ""Self-Embedding Behavior in Adults"""
280,2017,"Hu, Jinlong; Sun, Siyu",Endoscopic Ultrasound-Guided Retrieval Of A Toothpick Embedded In The Stomach Wall,Journal Of Clinical Ultrasound : Jcu,PubMed,TRUE,3,,TRUE,FALSE,,31/01/2025,"""A 33-year-old man presented to our hospital with progressive abdominal pain following accidental ingestion of a toothpick 4 days prior to presentation."""
283,2018,"Occhionorelli, S; Zese, M; Cappellari, L; Stano, R; Tartarini, D; Vasquez, G",Fish Bone Ingestion: Complications And Legal Implications,Chirurgia-Italy,Web of Science,TRUE,1,,,,,31/01/2025,"Pay wall, unable to access via QMUL or Sci-Hub."
284,2018,"Zhang, Sw; Wen, Jx; Du, Mm; Liu, Yx; Zhang, Lb; Chu, Xy; Xue, Zq",Diabetes Is An Independent Risk Factor For Delayed Perforation After Foreign Bodies Impacted In Esophagus In Adults,United European Gastroenterology Journal,Web of Science,TRUE,9,,FALSE,,,31/01/2025,"""EFB was defined as a FB that was accidentally or deliberately swallowed into the esophagus, unable to pass spontaneously or be vomited consciously, and must be extracted by endoscopy or surgical procedure"", but no empirical data on how many were intentional and outcomes not measured."
287,2018,"Hacer Ya_Ar Teke1, Muhammet Can2, Tlay Renklida_3, Nevriye Temel3, Asude Gkmen3",Baby Death Due To Esophagotracheal Fistula Created By An Alkaline Battery: A,,Google Scholar,TRUE,9,TRUE,,,,31/01/2025,Baby death.
288,2018,Tanimoto C.; Yayama S.; Suto S.; Matoba K.; Kajiwara T.; Inoue M.; Endo Y.; Yamakawa M.; Makimoto K.,Self-Harm And Suicide Attempts In A Japanese Psychiatric Hospital,East Asian Archives Of Psychiatry,SCOPUS,FALSE,,,TRUE,TRUE,,31/01/2025,"""The types of selfharm and suicide attempts included hanging (n = 25), wrist cutting (n = 19), ingestion of foreign objects (n = 17), and others (n = 29)"""
289,2018,"Sola, Richard Jr; Rosenfeld, Eric H.; Yu, Yangyang R.; St Peter, Shawn D.; Shah, Sohail R.",Magnet Foreign Body Ingestion: Rare Occurrence But Big Consequences,Journal Of Pediatric Surgery,PubMed,TRUE,9,TRUE,FALSE,,,02/04/2025,Paed review. No mention of intention.
290,2018,"Sasso, Roula; Bachir, Rana; El Sayed, Mazen",Suffocation Injuries In The United States: Patient Characteristics And Factors Associated With Mortality,Western Journal Of Emergency Medicine,PubMed,TRUE,2,,,,,31/01/2025,"Includes 'inhalation and aspiration of foreign bodies or food', but no intention ingestion of foreign object."
291,2018,"Rosenfeld, Eric H.; Sola, Richard Jr; Yu, Yangyang; St Peter, Shawn D.; Shah, Sohail R.",Battery Ingestions In Children: Variations In Care And Development Of A Clinical Algorithm,Journal Of Pediatric Surgery,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Paediatric study. Intention not mentioned. All objects batteries.
