Study_ID,Exclude_JGE,Reason_ID_JGE,Unclear_JGE,Comments_JGE,Exclude_MS,Reason_ID_MS,Unclear_MS,Comments_MS,Exclude_GC,Reason_ID_GC,Comments_GC,Exclude_FINAL,Reason_ID_FINAL
403,True,3.0,,"Accidental ingestion of foreign objects in australian dental schools. ""Accidental foreign body ingestion occurred more frequently in this study (13.9%)""",,,,,,,,True,3.0
404,True,9.0,,Single-centre 3 year retrospective review of oesphageal foreign bodies in china. Intention not recorded.,,,,,,,,True,9.0
405,True,14.0,,"Case report. 32F, psychiatric history, intentionally swallowed toilet paper holder bracket.",,,,,,,,True,14.0
406,False,,,Case report. 29F ingested 30 thumb tacks and two batteries impulsively. Also multiple other things in hospital. ,,,,,,,,False,
409,False,,,Case report. 35M prisoner deliberate ingestion of 6.5cm nail clippers.,,,,,,,,False,
410,True,9.0,,"Compares RE and FE for ingested foreign objects. Reports of metal and sharp objects ingested, but intention not explicitly intentional. ",,,,,,,,True,9.0
412,True,9.0,,"Single centre egyptian study looking at children admitted for foreign body removal. Intention not mentioned, but cerebral palsy and 'mental retardation' were characateristics of interest.",,,,,,,,True,9.0
414,False,,,Case report. 35M prisoner intentionally ingested mobile phone 40 days prior.,,,,,,,,False,
415,True,9.0,,Single centre retrospective study of pre- and post- NASPGHAN EBBI guidelien introduction periods.,,,,,,,,True,9.0
416,True,14.0,,Case report. 26F intentionally swallowed two sewing needles.,,,,,,,,True,14.0
417,True,3.0,,Case report. 43M accidentally swallowed a screw.,,,,,,,,True,3.0
418,True,1.0,,"Pay wall, unable to access via QMUL or Sci-Hub.",,,,,,,,True,1.0
421,True,14.0,,Retrospective case series of deliberate and accidental whole or patial toothbrush ingestion. Deliberate case histories specifically recorded.,,,,,,,,True,14.0
423,True,9.0,,Paediatric study. Intention not recorded.,,,,,,,,True,9.0
428,True,10.0,,"Single centre, retrospective database study. Studies all foreign bodies in the GI tract, regardless of whether ingested orally or inserted rectally. Does not report outcomes for separate cohorts, but does examine motivations for these pathologies and surgical and endoscopic outcomes. ?Exclude",,,,,,,,True,10.0
429,True,11.0,True,Single centre atudy of foreign body algorithm for reduction of out of hours endoscopy rats. Includes only patients that underwent OGD. Contains 82/358 cases of intentional ingestion that underwent endoscopy. Mix of oesophaegeal food impaction and IIFO. Motivation and type of object not elaborated on. Exclude. Review with supervisor.,,,,,,,,True,11.0
430,True,5.0,,Review article of button battery and cannabis ingestion. No mention of intentional ingestion.,,,,,,,,True,5.0
431,True,14.0,,,,,,,,,,True,14.0
432,True,14.0,True,"Retrospective, single-centra australian study of management and complications following ingestion of foreign object. Some intentional ingestions included, but does not report rates of intentional ingestion in this mixed population. ",,,,,,,,True,14.0
433,True,9.0,,"Age under 21 Single centre retrospective study of button battery ingestion examining predictive factors for severe injury. Mentions data is collected on whether witnessed or intentional, but does not present data on intention. Perhaps because not significant.",,,,,,,,True,9.0
434,True,5.0,,,,,,,,,,True,5.0
435,True,9.0,,Narrative review of POCUS for identifying intentional ingestion of foreign object. No mention of intention. ,,,,,,,,True,9.0
437,True,9.0,,Retrospective chart review of impacted foreign bodies in children. No mention of intention. ,,,,,,,,True,9.0
439,True,14.0,,Case report . 30M intentional ingestion of 216 metal objects.,,,,,,,,True,14.0
441,True,14.0,,Review of 13 prisoners who intentional swallowed objects and the management thereof.,,,,,,,,True,14.0
442,True,14.0,,Retrospective multi-centre study of deliberate foreign body ingestion in people with underlying mental illness.,,,,,,,,True,14.0
443,False,,,Case report. 17F repeated intentional ingestions with laparotomy and ovarian injury.,,,,,,,,False,
444,True,10.0,True,"Prolonged case report. 18F repeated intentional ingestions in one case. Documentation of one hospital course with repeated ingestions during. Difficult to get data on individual ingestions, so statistics used to average characteristics across each ingestion. ",,,,,,,,True,10.0
445,True,11.0,True,"Single Centre UK review of deliberate foreign body ingestion. Primary aim was to: aim was to identify the timeframes and barriers in escalation and management of these high-risk patients from the point of presentation, with a view to highlighting new strategies to improve clinical outcomes and reduce prolonged admissions. Exclude. Review with supervisor.",,,,,,,,True,11.0
447,True,7.0,,"Case report. 18F BPD, deliberate ingestion. With co-ingestion of medications. Exclude. Also does not give individual outcomes for each item ingested during admission. ",False,,False,,True,7.0,Co-ingestion.,True,7.0
450,True,14.0,,,,,,,,,,True,14.0
451,True,14.0,,Case report. 23M intentional ingestion 17 days prior.,,,,,,,,True,14.0
454,True,9.0,,Paediatric study. Not explicitly intentional. Intention not recorded. Refers to 'this type of accident'.,,,,,,,,True,9.0
456,False,,,,,,,,,,,False,
460,True,14.0,,Case report. 29M ingested nails.,True,14.0,False,,,,,True,14.0
461,True,14.0,,Retrospective chart review of 8 patients than ingested on 52 occasions in Croydon.,,,,,,,,True,14.0
465,True,14.0,,Multiple cases of intentional ingestion.,,,,,,,,True,14.0
466,True,5.0,,Response to game theoretic solution proposed by another author. Doesn't present empirical data,,,,,,,,True,5.0
467,True,5.0,,Review article. Clinical practice guideline. Doesn't present empirical evidence. Does not mention intention. ,True,,False,,,,,True,5.0
470,True,4.0,,Animal study. Catfish.,,,,,,,,True,4.0
471,False,,,Case report. 58F intentional ingestion of table cloth.,True,2.0,False,,False,,Not bezoar.,False,
474,True,9.0,,Retrospective chart review to evaluate effect of protocol for management of disk battery ingestion. Intention not mentioned. Not explictly intentional. ,,,,,,,,True,9.0
475,True,14.0,,Case report. 25F ingest multiple objects intentionally. ,,,,,,,,True,14.0
476,True,14.0,,Case series. 2 adults multiple repeat intentional ingestions,,,,,,,,True,14.0
477,True,5.0,,"Pictorial review of imaging findings after self-harm, suicide and brain death. Doesn't present empirical evidence. ",,,,,,,,True,5.0
478,True,5.0,,Survey. Report on internationally distributed survey that assesses prevelance of paediatric repetitive foreign body ingestion.,,,,,,,,True,5.0
480,True,5.0,,Opinion piece that doesn't present empirical evidence.,,,,,,,,True,5.0
482,False,,,,,,,,,,,False,
483,True,14.0,,Case report. 20.  Intentional ingestion of butter knife.,,,,,,,,True,14.0
484,False,,,Case report. 29F repeated intentional ingestion of foreign objects.,,,,,,,,False,
485,False,,,Case report. 45M intentional ingestion of button battery for secondary gain.,,,,,,,,False,
486,True,3.0,,Case series. All accidental cases.,,,,,,,,True,3.0
487,True,9.0,,Case series. Age < 21 inclusion. But all casess age < 14 year. Neodyneum magnet ingestion. Intention not mentioned.,True,2.0,False,,,,,True,9.0
488,True,3.0,,"Case report. 21M. Accidental chicken bone ingestion. ""patient did not recall eating it and therefore did not inform the clinicians""",,,,,,,,True,3.0
489,True,9.0,,Single-centre retrospective chart review of foreign body ingestion which looks at evaluating FB-Intestinal canal angle as a predictive imaging marker for surgical intervention.,,,,,,,,True,9.0
